,security,conformity,tradition,benevolence,universalism,self-direction,stimulation,hedonism,achievement,power
0,0.016707496717572212,-0.01268099807202816,-0.024646006524562836,0.0041582947596907616,-0.006314583122730255,0.01042000949382782,-0.012526115402579308,0.005632613319903612,-0.025672463700175285,0.018616296350955963
1,0.011446529068052769,-0.030179385095834732,-0.01814119890332222,-0.0011516544036567211,-0.0038735501002520323,0.007522211410105228,0.019154373556375504,0.00526362843811512,0.003101007780060172,-0.012191158719360828
2,0.008521471172571182,-0.037677377462387085,-0.02352193184196949,0.0015825703740119934,-0.006598138250410557,0.012827621772885323,0.032347485423088074,0.012356149032711983,-0.027316011488437653,0.004668857902288437
3,0.017749540507793427,-0.055789366364479065,-0.03057243302464485,-0.001717710285447538,-0.01526031643152237,-8.5506122559309e-05,-0.023687150329351425,-0.00468780379742384,-0.03614940494298935,0.0149557925760746
4,0.011490422980888579,0.02255083910864954,0.04065842293548795,0.030094714971761895,0.020935020254518374,0.010233028713182655,0.0011670491317824715,0.008468717067745503,0.05311089218160276,0.009673254189856356
5,-0.011351354420185089,-0.0005504551809281111,-0.019232138991355896,-0.010874394327402115,-0.010675341822206974,-0.009074925445020199,-0.005339668598026037,-0.010277427732944489,-0.015414264053106308,-0.006418673787266016
6,0.008562244474887848,0.0025824818294495344,0.002034172648563981,-0.005362340714782476,-0.0068818554282188416,-0.003795296186581254,-0.013729644007980824,-0.009385932236909866,0.009742164053022861,-0.025394901633262634
7,0.03169040009379387,-0.013924007304012775,-0.007131421938538551,0.009541766718029976,0.000882715976331383,0.007890420965850353,-0.021873008459806442,0.005085359793156385,0.027194559574127197,-0.024052899330854416
8,0.0600733608007431,0.011584918014705181,0.04194517061114311,0.0064503950998187065,0.011468993499875069,0.016396647319197655,0.031973712146282196,0.014690874144434929,-0.028850438073277473,0.06248042732477188
9,0.01699378341436386,0.0012191578280180693,0.004901386797428131,0.006338884122669697,-0.0005696049774996936,0.010391575284302235,-0.014436834491789341,0.011276459321379662,-0.010875328443944454,0.01532789971679449
10,0.004458623938262463,-0.00784049928188324,-0.00859813205897808,-0.005246085114777088,-0.00879494845867157,-0.000614396994933486,0.006188798695802689,-0.0037291054613888264,-0.02144693210721016,0.007071389816701412
11,-0.003070541470485102,-0.04447257393255742,-0.005908991923075443,0.0007775631920230046,0.004460683062306305,-0.00031075412382829907,0.002408672587830353,-0.0012789294664123795,0.01694611319377682,-0.017172901766311303
12,0.03169040009379387,-0.013924007304012775,-0.007131421938538551,0.009541766718029976,0.000882715976331383,0.007890420965850353,-0.021873008459806442,0.005085359793156385,0.027194559574127197,-0.024052899330854416
13,0.06659473478794098,-0.050210993736982346,-0.016549257561564445,0.04353364557027817,0.008215431123971939,0.03623061627149582,-0.023625783622264862,0.03208561986684799,-0.023145990446209908,0.061857812106609344
14,0.0240008682012558,-0.02009853534400463,-0.011313430964946747,0.0054799215868115425,-0.0009239282226189971,0.007750558666884899,-0.006288951262831688,0.005153074860572815,0.01804273948073387,-0.01954728178679943
15,-0.009497907012701035,-0.012549437582492828,-0.01181420125067234,-0.013634491711854935,-0.003371216356754303,0.001896470203064382,0.04914264753460884,-0.001492552924901247,0.012277834117412567,-0.006711693946272135
16,0.0038685777690261602,0.023735035210847855,-0.0002791432198137045,-0.0008000917150638998,0.0032793907448649406,0.006724356673657894,0.006387854460626841,0.0018378144595772028,0.015165567398071289,0.005913170520216227
17,0.010517244227230549,-0.010866024531424046,-0.006904468405991793,0.010699629783630371,0.0010910436976701021,0.008693057112395763,-0.0338430292904377,0.0066819461062550545,-0.019986407831311226,0.004884915426373482
18,0.028765572234988213,-0.03834150359034538,-0.0055608139373362064,0.00721946032717824,-0.0006903525209054351,0.013514408841729164,-0.02210216410458088,0.0140380272641778,-0.014330792240798473,0.027118593454360962
19,0.032246582210063934,-0.010380678810179234,-0.01929556392133236,0.004429460037499666,-0.0038322159089148045,0.0032543314155191183,-0.02250169776380062,0.008079739287495613,-0.039565812796354294,0.030782783403992653
